見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
下記施設を無料開放します近代美術館・博物館：毎月第1日曜日自然博物館：毎月第2水曜日 ,,,,,,,,,,,,,,
県立近代美術館,073-436-8690,073-436-1337,〒640-8137和歌山市吹上1-4-14,9:30?17:00（入館は16:30まで）,月曜 （祝日の場合次の平日）12/29～1/3,企画展「和歌山県立近代美術館 コレクションの50年」,展示,?12月20日（日）,,,,,,
県立近代美術館,073-436-8690,073-436-1337,〒640-8137和歌山市吹上1-4-14,9:30?17:00（入館は16:30まで）,月曜 （祝日の場合次の平日）12/29～1/3,コレクション展「開館50周年記念 美術館を展示する」,展示,?12月20日（日）,,,,,,
県立博物館,073-436-8670,073-436-6643,〒640-8137和歌山市吹上1-4-14,9:30?17:00（入館は16:30まで）,月曜 （祝日の場合次の平日）12/28～1/4,企画展「?風（びょうぶ）の美～収蔵品の名品から～」,展示,12月5日（土）?1月24日（日）,,,,,,
県立紀伊風土記の丘,073-471-6123,073-471-6120,〒640-8301和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,月曜 （祝日の場合次の平日）12/29～1/3,ジュニア考古学研究応募作品展,展示,12月15日（火）?1月11日（祝）,,,,,,
県立紀伊風土記の丘,073-471-6123,073-471-6120,〒640-8301和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,月曜 （祝日の場合次の平日）12/29～1/3,連続講座「岩橋千塚(15)」 ,イベント,1月10日（日）13:30?15:30,,小学生以上 ,15人（先着順）,,12月18日13:00?,
県立自然博物館,073-483-1777,073-483-2721,〒642-0001海南市船尾370-1,9:30～17:00（入館は16:30まで）,月曜 （祝日の場合次の平日）12/29～1/3 ,魚の標本を作ってみよう,イベント,1月24日（日）10:00?15:00,,中学生以上,15人（抽選）,,1月10日まで,
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,10:00～17:00,火曜 12/29～1/3,犬・猫の飼い方講習会及び譲渡会,イベント,(1)12月2日（水）・13日（日）・27日（日）、1月10日（日）・24日（日）・28日（木）11:00?(2)12月7日（月）13:30?(3)12月17日（木）13:30?(4)12月21日（月）11:00?,(1)県動物愛護センター(2)岩出保健所(3)橋本保健所(4)田辺保健所,,,,,"※譲渡を受けるには受講と、犬については狂犬病予防ワクチン接種代2,700円が必要です。※県動物愛護センターでは譲渡会を常時開催しています。"
片男波公園万葉館・健康館,073-446-5553,073-446-5554,〒641-0022和歌山市和歌浦南3-1700,9:00～17:00（入館は16:30まで）,12/29～1/3,体験教室「来年の干支を描こう！」,イベント,12月13日（日）10:00?12:00、13:30?15:30,,小学生以上（小学生は保護者同伴）,各8人（先着順）,"1,500円 ",事前申込,※マスク着用のご協力をお願いします。
県植物公園緑花センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,9:00～17:00（入館は16:30まで）,火曜（祝日の場合次の平日）12/28～1/1,,,,,,,,,12月の花ごよみハボタン、ビオラ、洋ラン、ツバキ・サザンカ
県植物公園緑花センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,9:00～17:00（入館は16:30まで）,火曜（祝日の場合次の平日）12/28～1/1,冬の洋ラン展,展示,12月4日（金）?6日（日）,,,,,,
県植物公園緑花センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,9:00～17:00（入館は16:30まで）,火曜（祝日の場合次の平日）12/28～1/1,筝（こと）・初春のしらべ,イベント,1月3日（日）13:30?14:30,,,,,,
県植物公園緑花センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,9:00～17:00（入館は16:30まで）,火曜（祝日の場合次の平日）12/28～1/1,バラの手入れ教室,イベント,1月10日（日）9:30?12:00,,,20人（先着順）,300円,事前申込,
県立図書館,073-436-9500,073-436-9501,〒641-0051和歌山市西高松1-7-38,9:00?19:00（土日祝は18:00まで）,月曜（祝日の場合次の平日）毎月第2木曜12/28～1/4,中高生読書まつり(1)ビブリオバトル和歌山県大会決勝戦(2)ビブリオバトル・POPコンクール表彰式,イベント,12月20日（日）11:00?16:15,情報交流センターBig・U（田辺市）,小学生以上 ,250人（先着順）,,,
県立図書館,073-436-9500,073-436-9501,〒641-0051和歌山市西高松1-7-38,9:00?19:00（土日祝は18:00まで）,月曜（祝日の場合次の平日）毎月第2木曜 12/28～1/4,手づくり紙芝居コンクール最終審査会,イベント,12月13日（日）13:00?16:00,,,90人（先着順）,,,
南紀熊野ジオパークセンター,0735-67-7100,0735-67-7191,〒649-3502串本町潮岬2838-3,9:00～17:00,12/29～1/3,「ヘンな模様の石」展,展示,12月11日（金）?1月8日（金）,,,,,,
